"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"PTPRM_PTPRM","PTPRM_PTPRM","PTPRM","PTPRM","PTPRM","","","","","KEGG: hsa04514","Cell-Cell Contact","PTPRM - PTPRM",FALSE,"PTPRM","Protein-tyrosine phosphatase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Hydrolase, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Protein phosphatase, 3D-structure, Cell adhesion, Repeat","",NA,"PTPRM","Protein-tyrosine phosphatase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Hydrolase, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Protein phosphatase, 3D-structure, Cell adhesion, Repeat","Receptors","Other_receptors;ReceptorTypePhosphatases","","",NA,"CellChatDB v1"
"PVR_CD226","PVR_CD226","PVR","PVR","CD226","","","","","KEGG: hsa04514","Cell-Cell Contact","PVR - CD226",FALSE,"PVR","Nectin","Cell membrane, Secreted","Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Cell adhesion, Repeat","secreted",TRUE,"CD226","","Cell membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Direct protein sequencing, Receptor, Repeat, 3D-structure, Cell adhesion, Glycoprotein","Receptors","IG;OtherOther","","",TRUE,"CellChatDB v1"
"PVR_TIGIT","PVR_TIGIT","PVR","PVR","TIGIT","","","","","KEGG: hsa04514","Cell-Cell Contact","PVR - TIGIT",FALSE,"PVR","Nectin","Cell membrane, Secreted","Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Cell adhesion, Repeat","secreted",TRUE,"TIGIT","","Cell membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative splicing, 3D-structure, Glycoprotein","Miscellaneous","IG_Unknown_function;Unknown_function","","",TRUE,"CellChatDB v1"
"SELE_CD44","SELE_CD44","SELE","SELE","CD44","","","","","PMC4571854","Cell-Cell Contact","SELE - CD44",FALSE,"SELE","Selectin/LECAM","Cell membrane","Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","",TRUE,"CD44","","Cell membrane, Microvillus, Cell projection","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Blood group antigen, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Cell adhesion, Proteoglycan","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"SELE_GLG1","SELE_GLG1","SELE","SELE","GLG1","","","","","PMID: 11404363","Cell-Cell Contact","SELE - GLG1",FALSE,"SELE","Selectin/LECAM","Cell membrane","Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","",TRUE,"GLG1","","Cytoplasm, Golgi outpost, Golgi apparatus membrane, Cytoskeleton, Microtubule organizing center","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Transmembrane, Sialic acid, Cytoskeleton, Golgi apparatus, Cytoplasm, Alternative splicing, Repeat, Glycoprotein","","","","",TRUE,"CellChatDB v1"
"SELL_CD34","SELL_CD34","SELL","SELL","CD34","","","","","PMID: 7692600; PMID: 8977216","Cell-Cell Contact","SELL - CD34",FALSE,"SELL","Selectin/LECAM","Cell membrane","Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","",TRUE,"CD34","CD34","Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Transmembrane, Direct protein sequencing, Alternative splicing, Cell adhesion, Glycoprotein","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"SELL_PODXL","SELL_PODXL","SELL","SELL","PODXL","","","","","PMID: 22814396","Cell-Cell Contact","SELL - PODXL",FALSE,"SELL","Selectin/LECAM","Cell membrane","Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","",TRUE,"PODXL","Podocalyxin","Apical cell membrane, Ruffle, Microvillus, Cell projection, Membrane, Filopodium, Lamellipodium, Membrane raft","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Direct protein sequencing, Alternative splicing, Cell adhesion, Glycoprotein","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"SELL_GLYCAM1","SELL_GLYCAM1","SELL","SELL","GLYCAM1","","","","","KEGG: hsa04514","Cell-Cell Contact","SELL - GLYCAM1",FALSE,"SELL","Selectin/LECAM","Cell membrane","Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","",TRUE,"GLYCAM1","PP3/GlyCAM-1","","Alternative splicing, Signal, Reference proteome","","","","",NA,"CellChatDB v1"
"SELL_MADCAM1","SELL_MADCAM1","SELL","SELL","MADCAM1","","","","","KEGG: hsa04514","Cell-Cell Contact","SELL - MADCAM1",FALSE,"SELL","Selectin/LECAM","Cell membrane","Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","",TRUE,"MADCAM1","","Membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Glycoprotein, Alternative splicing, 3D-structure, Cell adhesion, Repeat","","","","",TRUE,"CellChatDB v1"
"SELPLG_SELE","SELPLG_SELE","SELPLG","SELPLG","SELE","","","","","PMC4571854","Cell-Cell Contact","SELPLG - SELE",FALSE,"SELPLG","","Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Sialic acid, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Pyrrolidone carboxylic acid, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cell adhesion, Repeat","",TRUE,"SELE","Selectin/LECAM","Cell membrane","Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","Receptors","Other_receptors;Selectin","","",TRUE,"CellChatDB v1"
"SELPLG_SELL","SELPLG_SELL","SELPLG","SELPLG","SELL","","","","","PMC2431087; PMID:  8892633,PMID:  8896607","Cell-Cell Contact","SELPLG - SELL",FALSE,"SELPLG","","Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Sialic acid, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Pyrrolidone carboxylic acid, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cell adhesion, Repeat","",TRUE,"SELL","Selectin/LECAM","Cell membrane","Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat","Receptors","Other_receptors;Selectin","","",TRUE,"CellChatDB v1"
"SELPLG_SELP","SELPLG_SELP","SELPLG","SELPLG","SELP","","","","","PMID: 19118202; PMID: 9829984","Cell-Cell Contact","SELPLG - SELP",FALSE,"SELPLG","","Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Sialic acid, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Pyrrolidone carboxylic acid, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cell adhesion, Repeat","",TRUE,"SELP","Selectin/LECAM","Cell membrane","Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Palmitate, Cell adhesion, Repeat","Receptors","Other_receptors;Selectin","","",TRUE,"CellChatDB v1"
"SEMA4A_NRP1_PLXNA1","SEMA4A_NRP1_PLXNA1","SEMA4","SEMA4A","NRP1_PLXNA1","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - (NRP1+PLXNA1)",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"NRP1, PLXNA1","Neuropilin, Plexin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Host-virus interaction, Mitochondrion, Secreted, Disulfide bond, Transmembrane, Differentiation, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, 3D-structure, Heparin-binding, Proteoglycan, Repeat, Coiled coil","Receptors","Neuropilin;Other_receptors, Other_receptors;Plexin","Adhesion receptor","growth factor",TRUE,"CellChatDB v1"
"SEMA4A_NRP1_PLXNA2","SEMA4A_NRP1_PLXNA2","SEMA4","SEMA4A","NRP1_PLXNA2","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - (NRP1+PLXNA2)",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"NRP1, PLXNA2","Neuropilin, Plexin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Host-virus interaction, Mitochondrion, Secreted, Disulfide bond, Transmembrane, Differentiation, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, 3D-structure, Heparin-binding, Proteoglycan, Repeat, Coiled coil","Receptors","Neuropilin;Other_receptors, Other_receptors;Plexin","Adhesion receptor","growth factor",TRUE,"CellChatDB v1"
"SEMA4A_NRP1_PLXNA3","SEMA4A_NRP1_PLXNA3","SEMA4","SEMA4A","NRP1_PLXNA3","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - (NRP1+PLXNA3)",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"PLXNA3, NRP1","Plexin, Neuropilin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, Glycoprotein, Host-virus interaction, Mitochondrion, Secreted, Differentiation, Neurogenesis, Cytoplasm, Alternative splicing, Developmental protein, Metal-binding, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, 3D-structure, Heparin-binding, Proteoglycan","Receptors","Neuropilin;Other_receptors, Other_receptors;Plexin","Adhesion receptor","growth factor",TRUE,"CellChatDB v1"
"SEMA4A_NRP1_PLXNA4","SEMA4A_NRP1_PLXNA4","SEMA4","SEMA4A","NRP1_PLXNA4","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - (NRP1+PLXNA4)",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"PLXNA4, NRP1","Plexin, Neuropilin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein, Host-virus interaction, Mitochondrion, Secreted, Differentiation, Neurogenesis, Cytoplasm, Developmental protein, Metal-binding, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, Heparin-binding, Proteoglycan","Receptors","Neuropilin;Other_receptors, Other_receptors;Plexin","Adhesion receptor","growth factor",TRUE,"CellChatDB v1"
"SEMA4A_PLXNB1","SEMA4A_PLXNB1","SEMA4","SEMA4A","PLXNB1","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - PLXNB1",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"PLXNB1","Plexin","Cell membrane, Secreted","Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein","Receptors","Other_receptors;Plexin","","secreted",TRUE,"CellChatDB v1"
"SEMA4A_PLXNB2","SEMA4A_PLXNB2","SEMA4","SEMA4A","PLXNB2","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - PLXNB2",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"PLXNB2","Plexin","Cell membrane","Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein","Receptors","Other_receptors;Plexin","","",TRUE,"CellChatDB v1"
"SEMA4A_PLXNB3","SEMA4A_PLXNB3","SEMA4","SEMA4A","PLXNB3","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4A - PLXNB3",FALSE,"SEMA4A","Semaphorin","Cell membrane","Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa","",TRUE,"PLXNB3","Plexin","Cell membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein","Receptors","Other_receptors;Plexin","","",TRUE,"CellChatDB v1"
"SEMA4D_PLXNB1","SEMA4D_PLXNB1","SEMA4","SEMA4D","PLXNB1","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4D - PLXNB1",FALSE,"SEMA4D","Semaphorin","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure","",TRUE,"PLXNB1","Plexin","Cell membrane, Secreted","Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein","Receptors","Other_receptors;Plexin","","secreted",TRUE,"CellChatDB v1"
"SEMA4D_PLXNB2","SEMA4D_PLXNB2","SEMA4","SEMA4D","PLXNB2","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4D - PLXNB2",FALSE,"SEMA4D","Semaphorin","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure","",TRUE,"PLXNB2","Plexin","Cell membrane","Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein","Receptors","Other_receptors;Plexin","","",TRUE,"CellChatDB v1"
"SEMA4D_PLXNB3","SEMA4D_PLXNB3","SEMA4","SEMA4D","PLXNB3","","","","","PMID: 27533782","Cell-Cell Contact","SEMA4D - PLXNB3",FALSE,"SEMA4D","Semaphorin","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure","",TRUE,"PLXNB3","Plexin","Cell membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein","Receptors","Other_receptors;Plexin","","",TRUE,"CellChatDB v1"
